state,year,Y_it_lag2,W_it_lag2,Z_t_lag2
AZ,2007,0.06006262298119669,-5.656334518992536e-05,1.8406041414973637e-05
AZ,2008,0.08322030491675303,2.897594336144263e-06,5.139124422038505e-05
AZ,2009,-0.018746114769602862,0.0003134080756705111,0.00024099446450577295
AZ,2010,0.007494540537647865,0.001236152873615734,0.0004068367132143269
AZ,2011,0.06340625438334957,0.002951780306229021,0.00031470024281037907
AZ,2012,-0.051033971669094846,0.013233266341544798,0.00026956503923092156
AZ,2013,0.07829293291644124,0.02071793251515499,4.715672413977106e-05
AZ,2014,0.09783363290489966,0.02012400415958167,-0.00016116398061519785
AZ,2015,-0.09707067465336205,0.013407448796599383,-0.00018808109191907233
AZ,2016,-0.1757439339731155,0.009017270356186376,-0.00013396138640608415
AZ,2017,-0.11116691063451167,0.018737548177531815,-7.843730143160751e-06
AZ,2018,0.02317900958563701,0.011596731327256833,3.418078256755588e-05
AZ,2019,-0.11299149850158674,-0.002550728476693675,8.86364137144398e-05
AZ,2020,-0.3877058845281187,0.012743208135984938,8.326670584881558e-05
AZ,2021,-0.268990274336697,0.03254776394657163,0.00018430842199191306
AZ,2022,0.009595853449106961,0.043762077194923754,0.00018759986856781277
CA,1994,,,
CA,1995,,,
CA,1996,-0.3826420636075194,-0.001141722265013037,1.2350360798637452e-05
CA,1997,-0.03609520487609341,0.00041660470729088363,2.6178869679525138e-06
CA,1998,0.19018848880965544,-0.0014765673266621687,2.477356420395867e-06
CA,1999,0.23997684704996658,0.00038231791541891723,2.331667454090195e-06
CA,2000,0.3511667947094095,0.0031100770166362073,2.2068194195805615e-06
CA,2001,0.4048602088623383,0.0014403815631789537,2.0765905249275634e-06
CA,2002,0.03082196999998299,0.0018409386531431868,1.95103830356439e-06
CA,2003,-0.07915031888359536,0.0018228951484497895,1.8900145710673346e-06
CA,2004,0.19308550144177694,0.0025607414987735217,1.829975469407581e-06
CA,2005,0.06912119291022112,0.001979647476788749,1.7457415580629926e-06
CA,2006,0.05135543149762256,0.002551541419461516,2.4555553184125742e-06
CA,2007,0.2072679973217335,0.006226586689004104,1.8406041414973637e-05
CA,2008,0.11594591674265065,0.005313226711978958,5.139124422038505e-05
CA,2009,-0.012826218017816693,0.004658996558756298,0.00024099446450577295
CA,2010,-0.12640819095517308,0.0051792120576940655,0.0004068367132143269
CA,2011,-0.2567650943080846,0.011414980392426739,0.00031470024281037907
CA,2012,0.1218228010349387,0.019566857911794206,0.00026956503923092156
CA,2013,0.23597613882152757,0.0324951758710238,4.715672413977106e-05
CA,2014,-0.029138885541530435,0.046417729205567415,-0.00016116398061519785
CA,2015,-0.03123630634181307,0.040098705089373146,-0.00018808109191907233
CA,2016,-0.2550908208442495,0.03681159093030433,-0.00013396138640608415
CA,2017,-0.28864189659566275,0.039486485285082744,-7.843730143160751e-06
CA,2018,-0.07012482207416326,0.0406359711774386,3.418078256755588e-05
CA,2019,-0.04884029645789223,0.02133812354472528,8.86364137144398e-05
CA,2020,0.004458005400698184,0.016037563243806733,8.326670584881558e-05
CA,2021,0.12875639421547103,0.04314186654416077,0.00018430842199191306
CA,2022,-0.07254711395253644,0.04018359265530715,0.00018759986856781277
CO,1994,,,
CO,1995,,,
CO,1996,-0.011040637051013213,3.6511750504888294e-05,1.2350360798637452e-05
CO,1997,0.03142858963758233,2.567466353662552e-05,2.6178869679525138e-06
CO,1998,0.046159853439346143,7.20941508258128e-06,2.477356420395867e-06
CO,1999,0.03410215467365063,7.565007003744973e-05,2.331667454090195e-06
CO,2000,0.07491207753796036,3.378826054359841e-05,2.2068194195805615e-06
CO,2001,0.13424576630035645,0.0009964256565250205,2.0765905249275634e-06
CO,2002,0.05803365552459283,0.0031808481764379775,1.95103830356439e-06
CO,2003,0.029184108834025224,0.0022918168398096124,1.8900145710673346e-06
CO,2004,0.04489920191635477,0.001631753090653425,1.829975469407581e-06
CO,2005,0.038378739192360456,0.01244966271560482,1.7457415580629926e-06
CO,2006,0.04215339838382093,0.012940994323555055,2.4555553184125742e-06
CO,2007,0.034385431644674114,0.009693628688761807,1.8406041414973637e-05
CO,2008,-0.022495841242495374,0.04376959845318418,5.139124422038505e-05
CO,2009,-0.08350300273339517,0.0350683134224741,0.00024099446450577295
CO,2010,0.023692750060456014,0.006405591180091668,0.0004068367132143269
CO,2011,0.06021919213214755,0.039267149435705036,0.00031470024281037907
CO,2012,-0.0035710792877017283,0.04595333951249552,0.00026956503923092156
CO,2013,0.03966912679937007,0.03698572678703178,4.715672413977106e-05
CO,2014,0.006095420366609261,0.024929130229892276,-0.00016116398061519785
CO,2015,-0.030173308423337986,0.00650054608108061,-0.00018808109191907233
CO,2016,-0.003949142917273996,0.041907739725845196,-0.00013396138640608415
CO,2017,-0.03044946473354404,0.04399967963251318,-7.843730143160751e-06
CO,2018,-0.08936305234771336,0.01596859588830057,3.418078256755588e-05
CO,2019,-0.10287494421301258,-0.0016465149227369615,8.86364137144398e-05
CO,2020,-0.15508723984440298,0.05902028460509619,8.326670584881558e-05
CO,2021,-0.02475013082746269,0.11799747190205448,0.00018430842199191306
CO,2022,0.19051002262446914,0.09408476625425875,0.00018759986856781277
CT,1994,,,
CT,1995,,,
CT,1996,0.15493213502411285,0.0004833383856497024,1.2350360798637452e-05
CT,1997,0.2642562038263616,0.0005810055010081376,2.6178869679525138e-06
CT,1998,0.021229025015956804,-3.0499168367414263e-05,2.477356420395867e-06
CT,1999,-0.4693238199338752,-0.0004018386195021275,2.331667454090195e-06
CT,2000,0.032837005207973835,-0.0004378832272662574,2.2068194195805615e-06
CT,2001,0.3019719949592665,3.536492592831729e-05,2.0765905249275634e-06
CT,2002,-0.038698161594324265,0.00033404741131031883,1.95103830356439e-06
CT,2003,0.010533022999404729,0.00046422016703151665,1.8900145710673346e-06
CT,2004,0.16334613230877393,4.3255071395648364e-05,1.829975469407581e-06
CT,2005,0.191141151891844,-0.00026138281709842717,1.7457415580629926e-06
CT,2006,0.11621623805292458,-0.00035221206121957934,2.4555553184125742e-06
CT,2007,-0.038297649557014424,0.00045406017018163875,1.8406041414973637e-05
CT,2008,-0.10387420402267011,0.0007300897582882302,5.139124422038505e-05
CT,2009,-0.26059083635523805,-0.0007842211464204257,0.00024099446450577295
CT,2010,-0.09482210867981333,-0.0007470702352713851,0.0004068367132143269
CT,2011,-0.16285965166168337,0.0,0.00031470024281037907
CT,2012,-0.1743646058365398,0.0,0.00026956503923092156
CT,2013,0.06647879893335551,0.0,4.715672413977106e-05
CT,2014,-0.07246248539828226,0.00040707206093625124,-0.00016116398061519785
CT,2015,0.08400031510500039,0.0005122380228697962,-0.00018808109191907233
CT,2016,-0.008316714804128988,0.0007659718183332226,-0.00013396138640608415
CT,2017,-0.19080055112040295,0.0011326512491735515,-7.843730143160751e-06
CT,2018,0.14828403793758405,0.002174182233989407,3.418078256755588e-05
CT,2019,0.22263987199692625,0.02900808601605768,8.86364137144398e-05
CT,2020,0.05342527457484891,0.028492492751125028,8.326670584881558e-05
CT,2021,0.17560146357305495,0.002649655199193116,0.00018430842199191306
CT,2022,-0.07308798090003554,0.005643670647532385,0.00018759986856781277
DC,1994,,,
DC,1995,,,
DC,1996,-0.7680165316448038,-0.00011404154158884399,1.2350360798637452e-05
DC,1997,-0.8922884560784252,-2.212999977644786e-05,2.6178869679525138e-06
DC,1998,0.6640265457353998,-0.00012061881269711391,2.477356420395867e-06
DC,1999,1.0425968536413779,0.00029489456153207374,2.331667454090195e-06
DC,2000,-0.4097366982815731,0.0006906984957569972,2.2068194195805615e-06
DC,2001,-0.5248276380090171,0.000644157438212425,2.0765905249275634e-06
DC,2002,0.44249325815104346,0.001315880434314534,1.95103830356439e-06
DC,2003,-0.6744215446183688,0.0011223070712862424,1.8900145710673346e-06
DC,2004,-1.6280854071819666,0.0010804199225994413,1.829975469407581e-06
DC,2005,1.027982899809385,0.0017955017625592626,1.7457415580629926e-06
DC,2006,0.5832281073393837,0.0028382358620984843,2.4555553184125742e-06
DC,2007,-0.9907120279597845,0.00384520910443935,1.8406041414973637e-05
DC,2008,-0.32302082463244064,0.006695413027851233,5.139124422038505e-05
DC,2009,-0.8369286377613587,0.008909011874410894,0.00024099446450577295
DC,2010,0.9840977380818059,0.009214576799722816,0.0004068367132143269
DC,2011,1.8246073293902363,0.00995050137223682,0.00031470024281037907
DC,2012,-2.779990245725057,0.010281302464068236,0.00026956503923092156
DC,2013,-8.180944137048971,0.011444034910790787,4.715672413977106e-05
DC,2014,-5.2538880034183,0.011324954633769764,-0.00016116398061519785
DC,2015,-0.04811421827639961,0.00956723459710218,-0.00018808109191907233
DC,2016,-0.043420061529777954,0.01587811086117005,-0.00013396138640608415
DC,2017,-0.009246432579312014,0.01917060171170703,-7.843730143160751e-06
DC,2018,-0.003998639066324472,0.014204190024867303,3.418078256755588e-05
DC,2019,-0.08834750507197953,-0.048718279504557184,8.86364137144398e-05
DC,2020,-0.03278103107600572,-0.05572197269400261,8.326670584881558e-05
DC,2021,0.0014205314489448284,0.003818605494956598,0.00018430842199191306
DC,2022,-0.03230997268466673,0.012353532386350237,0.00018759986856781277
DE,1994,,,
DE,1995,,,
DE,1996,-0.10613934390349744,7.314128012910964e-05,1.2350360798637452e-05
DE,1997,-0.1268409158970094,0.000258338462059749,2.6178869679525138e-06
DE,1998,-0.14741001159396339,0.0002434715675451267,2.477356420395867e-06
DE,1999,-0.22223027667667727,0.00021969270683764035,2.331667454090195e-06
DE,2000,0.046935278930058555,0.0005624186802723389,2.2068194195805615e-06
DE,2001,0.054817664374376296,0.0004003917841880461,2.0765905249275634e-06
DE,2002,-0.061952865352906894,0.0008761325251134816,1.95103830356439e-06
DE,2003,0.25105942764406475,0.0007518297622025996,1.8900145710673346e-06
DE,2004,0.2638148048066906,-7.402440582293946e-05,1.829975469407581e-06
DE,2005,0.1866985358012654,0.0003282807290777144,1.7457415580629926e-06
DE,2006,0.0350516073687106,0.0014542209270340346,2.4555553184125742e-06
DE,2007,0.0952058350457543,0.0015191305062405784,1.8406041414973637e-05
DE,2008,0.08693209256411993,0.003498915235925958,5.139124422038505e-05
DE,2009,-0.5425249599654558,0.008208902677419399,0.00024099446450577295
DE,2010,-0.4450657659282484,0.006503209232184406,0.0004068367132143269
DE,2011,-0.16733413627031402,0.00348123434809948,0.00031470024281037907
DE,2012,-0.07391554207749174,0.001543704641563684,0.00026956503923092156
DE,2013,0.0901293392133935,0.00625941691367683,4.715672413977106e-05
DE,2014,-0.26581596266770324,0.009017535110342296,-0.00016116398061519785
DE,2015,-0.3539620546132718,0.004315622673017971,-0.00018808109191907233
DE,2016,-0.07231871040981419,0.0013900737709586553,-0.00013396138640608415
DE,2017,-0.12502615680460627,0.00937617142579456,-7.843730143160751e-06
DE,2018,-0.35948883655369634,0.02442292808724777,3.418078256755588e-05
DE,2019,-0.5435956589058117,-0.004045833129160133,8.86364137144398e-05
DE,2020,-0.34726936872523706,-0.020801603912485863,8.326670584881558e-05
DE,2021,0.12423169085126906,0.00547928388494004,0.00018430842199191306
DE,2022,0.004892187434566875,0.016210187241309522,0.00018759986856781277
FL,1994,,,
FL,1995,,,
FL,1996,0.09174202850721258,1.960355253958358e-05,1.2350360798637452e-05
FL,1997,0.07349699589986347,4.2625146884061486e-05,2.6178869679525138e-06
FL,1998,0.06680919246306871,-5.234620071813553e-05,2.477356420395867e-06
FL,1999,0.015127038983528962,6.597261696275592e-06,2.331667454090195e-06
FL,2000,0.012437987153605334,0.00013269531848816892,2.2068194195805615e-06
FL,2001,0.03968392632721507,0.00015068908803055723,2.0765905249275634e-06
FL,2002,0.04888365305236242,0.00021658223850013847,1.95103830356439e-06
FL,2003,0.10119508015133505,0.00013964307934288952,1.8900145710673346e-06
FL,2004,0.06243059308550247,6.642510855482905e-05,1.829975469407581e-06
FL,2005,0.02166513025512984,0.00022027672946337975,1.7457415580629926e-06
FL,2006,0.03568354561760412,0.00044325317949012476,2.4555553184125742e-06
FL,2007,0.0560651955282907,0.0004548226134062478,1.8406041414973637e-05
FL,2008,-0.005940746063203051,0.0008171613113168116,5.139124422038505e-05
FL,2009,-0.09271621788359763,0.001241725627954489,0.00024099446450577295
FL,2010,0.04010560289316878,0.0009412840495618825,0.0004068367132143269
FL,2011,0.02912356159738927,0.001225668722321149,0.00031470024281037907
FL,2012,-0.11004181921656553,0.0012396298420009322,0.00026956503923092156
FL,2013,-0.022740176452272998,0.0010103778616739733,4.715672413977106e-05
FL,2014,0.08647003864618696,0.0003702707152231109,-0.00016116398061519785
FL,2015,0.022816606950643248,0.0005811575357809458,-0.00018808109191907233
FL,2016,-0.06019815346755042,0.0015158699175568675,-0.00013396138640608415
FL,2017,-0.04758643662248119,0.0027726850515592087,-7.843730143160751e-06
FL,2018,-0.10741367057287832,0.0077804641269554175,3.418078256755588e-05
FL,2019,-0.19345411147568026,0.008345880530132894,8.86364137144398e-05
FL,2020,-0.1491481778370316,0.012530618863354576,8.326670584881558e-05
FL,2021,-0.023030889451120196,0.02125471619031464,0.00018430842199191306
FL,2022,-0.02061904928214897,0.021988237195196103,0.00018759986856781277
GA,1994,,,
GA,1995,,,
GA,1996,0.03515953084627821,8.345700245057873e-05,1.2350360798637452e-05
GA,1997,0.04064592193165861,5.394671077756537e-05,2.6178869679525138e-06
GA,1998,0.0777103672053494,-1.5851493804073672e-05,2.477356420395867e-06
GA,1999,0.03326389452946099,3.585514934982702e-05,2.331667454090195e-06
GA,2000,0.07005385522687213,4.908653585729405e-05,2.2068194195805615e-06
GA,2001,-0.0039973178124679265,6.846563611241691e-05,2.0765905249275634e-06
GA,2002,0.026898890110707008,9.962061819311651e-05,1.95103830356439e-06
GA,2003,0.11008825424558566,0.00011035538926166382,1.8900145710673346e-06
GA,2004,0.07377759593675748,0.00021863477983622695,1.829975469407581e-06
GA,2005,0.15029010807394894,4.328701694001565e-05,1.7457415580629926e-06
GA,2006,0.10731897146893754,5.9730299259205774e-05,2.4555553184125742e-06
GA,2007,0.05416333952103791,0.00011678557920428417,1.8406041414973637e-05
GA,2008,-0.005037725803932247,0.0005934938961796129,5.139124422038505e-05
GA,2009,-0.19954934280468617,0.001224294260406415,0.00024099446450577295
GA,2010,-0.05861795279330728,0.0011862861872512006,0.0004068367132143269
GA,2011,-0.077074344529656,0.00244551280944172,0.00031470024281037907
GA,2012,-0.41877043052858554,0.002067763639014538,0.00026956503923092156
GA,2013,-0.24709698271347857,0.001400665277006656,4.715672413977106e-05
GA,2014,0.12898951680003634,0.0022310272472199975,-0.00016116398061519785
GA,2015,0.027556243681067905,0.0011151062007704912,-0.00018808109191907233
GA,2016,-0.02676612741429718,0.0040902542924740395,-0.00013396138640608415
GA,2017,-0.06489364463444947,0.010750820964769219,-7.843730143160751e-06
GA,2018,-0.13467940581262727,0.008906617865069511,3.418078256755588e-05
GA,2019,-0.13917019706925426,-0.0038287846064784634,8.86364137144398e-05
GA,2020,-0.43613189915933237,0.0016667581827235853,8.326670584881558e-05
GA,2021,-0.16414245032365837,0.012423740718890785,0.00018430842199191306
GA,2022,0.17513829646180312,0.01601454201669614,0.00018759986856781277
HI,1994,,,
HI,1995,,,
HI,1996,0.1308961912604878,0.00031783664195438353,1.2350360798637452e-05
HI,1997,0.03375949924047106,-0.0004127125630834167,2.6178869679525138e-06
HI,1998,-0.051502701335978784,-0.0004043078184892239,2.477356420395867e-06
HI,1999,-0.031766018998544254,0.0,2.331667454090195e-06
HI,2000,0.038855854866025386,-0.00020472967442017247,2.2068194195805615e-06
HI,2001,0.005654200326904668,-0.0014147756746228028,2.0765905249275634e-06
HI,2002,0.06951535618764071,-0.0014673420040283893,1.95103830356439e-06
HI,2003,0.004398018383017899,0.0,1.8900145710673346e-06
HI,2004,-0.042115873932872194,0.00047917547381854433,1.829975469407581e-06
HI,2005,-0.005194178904857516,0.00045616435251785584,1.7457415580629926e-06
HI,2006,-0.04051327187330056,0.006448383832500036,2.4555553184125742e-06
HI,2007,0.011760861398900424,0.02077883812126411,1.8406041414973637e-05
HI,2008,0.023145501844653804,0.01435277452539906,5.139124422038505e-05
HI,2009,-0.024953902929631955,0.001253850789195703,0.00024099446450577295
HI,2010,-0.002467640369303581,0.002098557980775744,0.0004068367132143269
HI,2011,-0.025011871443481937,0.008706702591195197,0.00031470024281037907
HI,2012,-0.01529746294285772,0.01135670269425107,0.00026956503923092156
HI,2013,-0.07705824132262684,0.016843619158829717,4.715672413977106e-05
HI,2014,-0.080305572107497,0.023112374519100826,-0.00016116398061519785
HI,2015,0.010358050814640585,0.014464917375921088,-0.00018808109191907233
HI,2016,0.05337173866048461,0.01100581354240495,-0.00013396138640608415
HI,2017,-0.013662555423777256,0.003986965649890066,-7.843730143160751e-06
HI,2018,-0.10457703403537799,0.005921868151059174,3.418078256755588e-05
HI,2019,-0.04440490674900888,0.009150586461415134,8.86364137144398e-05
HI,2020,-0.05408215410189854,0.029342638844313346,8.326670584881558e-05
HI,2021,-0.0781457773301737,0.03690513897431078,0.00018430842199191306
HI,2022,-0.1372023416016841,0.010776409655594045,0.00018759986856781277
IA,1994,,,
IA,1995,,,
IA,1996,0.04173501382608258,5.791769016105172e-06,1.2350360798637452e-05
IA,1997,-0.004498854219247228,1.8103857009146204e-05,2.6178869679525138e-06
IA,1998,0.14137811928211352,-3.0489722082910757e-05,2.477356420395867e-06
IA,1999,0.12451228383312873,0.004416312101207686,2.331667454090195e-06
IA,2000,0.053531942700933755,0.00649140730069385,2.2068194195805615e-06
IA,2001,0.06600848812472293,0.0020923607440808687,2.0765905249275634e-06
IA,2002,0.025213112245272562,0.005392269644114285,1.95103830356439e-06
IA,2003,0.035868227085046556,0.006210917089623026,1.8900145710673346e-06
IA,2004,0.05290078967687517,0.0015886686010830094,1.829975469407581e-06
IA,2005,0.012135012912117382,0.007962011275734626,1.7457415580629926e-06
IA,2006,-0.011133450226920694,0.015291422980688243,2.4555553184125742e-06
IA,2007,0.08198497204931066,0.01255421667105532,1.8406041414973637e-05
IA,2008,0.13286526854961256,0.016933440534829813,5.139124422038505e-05
IA,2009,-0.011091806756644118,0.04506951097196804,0.00024099446450577295
IA,2010,0.04282177659290287,0.04494497518701424,0.0004068367132143269
IA,2011,0.034094535455788666,0.03027749598281509,0.00031470024281037907
IA,2012,-0.15617415349472363,0.04947872484374175,0.00026956503923092156
IA,2013,-0.0932210643490734,0.04967136405065974,4.715672413977106e-05
IA,2014,0.0038879279891173013,0.02531821978745596,-0.00016116398061519785
IA,2015,-0.09613804478841548,0.023279074373413405,-0.00018808109191907233
IA,2016,-0.21225254526098247,0.05050394003750671,-0.00013396138640608415
IA,2017,-0.09587428586139435,0.03529542369841335,-7.843730143160751e-06
IA,2018,0.11958292603490772,-0.010162512312525872,3.418078256755588e-05
IA,2019,-0.12106592196996768,-0.06591139638890851,8.86364137144398e-05
IA,2020,-0.5642147881289716,-0.039067735345106644,8.326670584881558e-05
IA,2021,0.07657118727513179,0.036065783273224794,0.00018430842199191306
IA,2022,0.41219117925189597,0.0559231718843604,0.00018759986856781277
ID,1994,,,
ID,1995,,,
ID,1996,0.9267109629864207,-0.0002910449481264197,1.2350360798637452e-05
ID,1997,2.6715669064518752,-5.9605623702398535e-05,2.6178869679525138e-06
ID,1998,1.8621556675401998,-4.188032915689408e-05,2.477356420395867e-06
ID,1999,0.07035603896615106,0.00024075805033004538,2.331667454090195e-06
ID,2000,0.09114796422966598,0.0005794020371579729,2.2068194195805615e-06
ID,2001,1.866491917283255,0.0005957026331374382,2.0765905249275634e-06
ID,2002,0.593015512595189,0.0007775908940666672,1.95103830356439e-06
ID,2003,0.11774227324010159,0.000682240629633349,1.8900145710673346e-06
ID,2004,1.6359167152720893,0.0007053396159503116,1.829975469407581e-06
ID,2005,0.28842246373543035,0.0010998666761756328,1.7457415580629926e-06
ID,2006,-0.1562923661064744,0.00933442313284849,2.4555553184125742e-06
ID,2007,0.12523040975280186,0.01118562831535714,1.8406041414973637e-05
ID,2008,0.27472445417449,0.007367843471864916,5.139124422038505e-05
ID,2009,0.025941476474483527,0.010723556338319415,0.00024099446450577295
ID,2010,0.012087396292430497,0.014683610650024203,0.0004068367132143269
ID,2011,-0.40965964890175066,0.04590704689833785,0.00031470024281037907
ID,2012,0.1157704049943652,0.06775388643268246,0.00026956503923092156
ID,2013,1.1078357656587623,0.060666022631862125,4.715672413977106e-05
ID,2014,0.3124456617767223,0.04427832319897089,-0.00016116398061519785
ID,2015,0.11950384182473317,-0.0075472962493087865,-0.00018808109191907233
ID,2016,0.22708442911028925,-0.0030758438953811793,-0.00013396138640608415
ID,2017,-0.2669295374450398,0.03880903967569194,-7.843730143160751e-06
ID,2018,0.03397666382076081,0.025959753019705593,3.418078256755588e-05
ID,2019,0.4064115356185172,-0.002175889428232643,8.86364137144398e-05
ID,2020,0.25006934155518,0.017305743010340276,8.326670584881558e-05
ID,2021,0.17066766267614186,0.0770657158592007,0.00018430842199191306
ID,2022,-0.049528233090849305,0.05049694978887618,0.00018759986856781277
IL,1994,,,
IL,1995,,,
IL,1996,0.10558229576626132,0.0,1.2350360798637452e-05
IL,1997,0.1573257830228707,5.2714848498784516e-05,2.6178869679525138e-06
IL,1998,0.04450131222105025,5.711025336815515e-05,2.477356420395867e-06
IL,1999,-0.0016654084709131212,-5.241505156120823e-05,2.331667454090195e-06
IL,2000,0.09578240499396795,-5.46354193478505e-05,2.2068194195805615e-06
IL,2001,0.08779360739031095,0.0,2.0765905249275634e-06
IL,2002,0.05594461165204567,0.0,1.95103830356439e-06
